CASRN	Chemical	Tc	Pc	Vc	omega
21571-91-5	3,3-dichloropentane	608.66	3254000	0.0004025	0.291
21586-21-0	2-methyl-2,4-pentanediamine	663	3810000	0.0004084	0.65
2162-91-6	diethylpentylamine	595.41	2394000	0.0005775	0.525
2162-92-7	1,2-dichlorohexane	633.09	2891000	0.0004635	0.397
2162-98-3	1,10-dichlorodecane	704.32	1986000	0.0006875	0.57
2162-99-4	1,8-dichlorooctane	672.06	2375000	0.0005755	0.485
2163-00-0	1,6-dichlorohexane	633.09	2891000	0.0004635	0.397
2163-42-0	2-methyl-1,3-propanediol	697	5350000	0.000292	0.714
2164-19-4	cis-2-methylcyclohexylamine	622	3490000	0.000393	0.386
21662-09-9	cis-4-decenal	670	2200000	0.0005823	
21693-54-9	1,2,3,4-tetrahydro-5,7-dimethylnaphthalene	737.62	2773000	0.0005485	0.424
2173-56-0	pentyl pentanoate	637	2200000	0.0006	0.579
2177-32-4	5-methyl-1-hexeN-3-one	615	3560000	0.0003913	
2177-47-1	2-methylindene	711	3460000	0.000436	0.351
21777-84-4	[2-methyl-1-isopropylpropyl]benzene	714	2180000	0.000648	0.529
2179-60-4	2,3-dithiahexane	642	3870000	0.000358	0.346
218-01-9	chrysene	979	2390000	0.000749	0.603
21862-63-5	trans-4-(1,1-dimethylethyl)cyclohexanol	665	3090000	0.0005298	
21889-88-3	6-hepteN-2-one	615	3560000	0.0003913	
2189-60-8	octylbenzene	729	2020000	0.000703	0.572
21895-13-6	2',3"-dimethyldiphenylmethane	790.1	2436000	0.0006595	0.521
21895-16-9	3',4"-dimethyldiphenylmethane	792.88	2436000	0.0006595	0.521
21895-17-0	2',4"-dimethyldiphenylmethane	794.27	2436000	0.0006595	0.521
2190-48-9	3-chloro-3-methyl-1-butene	546.4	3569000	0.0003345	0.217
21948-47-0	2,3-dichlorooctane	672.06	2375000	0.0005755	0.485
21964-23-8	3-bromo-2-pentene	586.22	4033000	0.0003562	0.334
21964-44-3	1-noneN-3-ol	629.65	2467000	0.0005338	0.541
21964-49-8	1,13-tetradecadiene	736	2200000	0.0007	
21968-17-2	propylisopropylamine	538.56	3181000	0.0004005	0.432
2198-23-4	4-nonene	593.62	2372000	0.0005248	0.411
2198-61-0	isopentyl hexanoate	652	2047000	0.0006587	0.639
2198-72-3	4-propyl-4-heptanol	617.69	2341000	0.0006035	0.819
21987-21-3	12-methyl-1-tridecanol	736.2	1715000	0.0008125	0.686
21994-77-4	ethyl 3-methyl-3-hexenoate	628	2450000	0.0005048	
21994-78-5	ethyl 2-methyl-3-hexenoate	628	2450000	0.0005048	
22025-20-3	3,3-dimethyl-2-hexanol	591.48	2869000	0.0004855	0.706
2203-80-7	5-methyl-1-hexyne	552.64	3326000	0.0003835	0.27
22037-73-6	3-bromo-1-butene	586.28	4547000	0.0002965	0.292
22047-49-0	octyl stearate	845	910000	0.0014402	
2207-01-4	cis-1,2-dimethylcyclohexane	606.15	2938000	0.00046	0.232
2207-03-6	trans-1,3-dimethylcyclohexane	598	2930000	0.00046	0.234
2207-04-7	trans-1,4-dimethylcyclohexane	587.7	2940000	0.00045	0.255
2210-28-8	propyl methacrylate	599	2910000	0.000428	0.397
22104-78-5	2-octeN-1-ol	615	3100000	0.0003875	
2211-67-8	DL-2,3-dichlorobutane	598.18	3629000	0.0003455	0.278
2211-68-9	2-chloro-trans-2-butene	523.73	3996000	0.0002895	0.227
2211-69-0	2-chloro-cis2-butene	530.28	3996000	0.0002895	0.227
2211-70-3	2-chloro-1-butene	515.18	3946000	0.0002905	0.237
2213-23-2	2,4-dimethylheptane	576.8	2341000	0.000517	0.39
2213-32-3	2,4-dimethyl-1-pentene	528.74	2970000	0.0004035	0.288
2216-21-9	1-nitrononane	703.7	2334000	0.0006215	0.685
2216-25-3	1-nitroundecane	729.26	1954000	0.0007335	0.762
2216-30-0	2,5-dimethylheptane	581.1	2351000	0.000522	0.393
2216-32-2	4-ethylheptane	584.95	2325000	0.0005335	0.416
2216-33-3	3-methyloctane	590.15	2340000	0.000529	0.412
2216-34-4	4-methyloctane	587.65	2340000	0.000523	0.413
2216-36-6	2-chlorononane	661.88	2227000	0.0005885	0.505
2216-51-5	(1R,2S,5R)-(-)-menthol	658	2710000	0.000533	0.78
2216-70-8	7-methyl-2,4-octadiene	616	3280000	0.0004007	
2216-81-1	heptyl propanoate	659.6	1930000	0.000635	0.508
2216-87-7	3-undecanone	678.01	2046000	0.0006575	0.653
22160-12-9	2-methylhexanoic acid	680	2990000	0.000442	0.717
22160-39-0	2-methylpentanoic acid, (±)	661	3380000	0.000389	0.652
22160-40-3	3-methylpentanoic acid, (±)	661	3380000	0.000389	0.652
22160-41-4	4-methylhexanoic acid, (±)	680	2990000	0.000442	0.717
2217-07-4	N,N-dipropylaniline	710	2500000	0.0006269	
2217-17-6	2,4,5,7-tetramethyloctane	629.32	1829000	0.0006835	0.462
2217-45-0	2,3,4,5-tetramethylaniline	690	2985000	0.0005255	0.69
2219-73-0	2-methyl-4-ethylphenol	727.31	3787000	0.0003655	0.495
2219-78-5	3,4-dimethyl-6-ethylphenol	733.03	3318000	0.0004215	0.54
2219-79-6	2,4-dimethyl-6-ethylphenol	711.89	3318000	0.0004215	0.54
2219-82-1	2-tert-butyl-6-methylphenol	751	2980000	0.000546	0.569
22227-75-4	3,3-dichloro-2-methyl-1-propene	640	3798000	0.000332	0.302
22287-02-1	2-methyl-5-nonanone	656.59	2236000	0.0006015	0.612
2230-70-8	2,4,4-trimethylcyclohexanone	690	2950000	0.0004746	
22319-28-4	5-ethyl-4-methyl-4-hepteN-3-one	675	2560000	0.0005842	
2233-29-6	2,3,4-trimethylpyridine	653	3330000	0.000417	0.376
22331-38-0	eicosylcyclopentane	839.72	846000	0.0013765	0.729
2234-20-0	1-ethenyl-2,4-dimethylbenzene	693.48	2970000	0.0004685	0.375
2234-75-5	1,2,4-trimethylcyclohexane, isomers	621.31	2740000	0.0004706	0.29
22349-03-7	nonadecylcyclohexane	843.31	858000	0.0013685	0.729
22381-86-8	2-undeceN-4-ol	657	2000000	0.0006092	
2239-78-3	propyl palmitate	759	1280000	0.0010316	
22417-45-4	4-methyl-2-isobutyl-1-pentanol	629.93	2307000	0.0006115	0.822
22418-49-1	3-methoxy-2-methyl-1-propene	505.58	3597000	0.0003135	0.323
2243-27-8	nonanenitrile	677.19	2253000	0.0005655	0.605
2243-30-3	2,3,4,5,6-pentamethylaniline	700	2750000	0.0005661	
2243-98-3	1-undecyne	650.99	2212000	0.0006135	0.47
22438-39-7	2-thiadodecane	717.91	1963000	0.0007055	0.592
2244-07-7	undecanenitrile	706.2	1946000	0.0006775	0.7
2245-38-7	1,6,7-trimethylnaphthalene	779.72	2671000	0.0005775	0.492
22520-40-7	4,5-octanediol, (±)	692.04	3100000	0.000517	1.28
22531-20-0	6-ethyl-1,2,3,4-tetrahydronaphthalene	737.62	2773000	0.0005485	0.424
22539-65-7	1,2-dimethyl-3-isopropylbenzene	679.93	2590000	0.0005375	0.411
2258-58-4	methyl 3-methyl-3-pentenoate	592.33	2830000	0.000428	0.432
22663-64-5	3-methyl-1-nonanol	638.09	2316000	0.0006085	0.883
2270-59-9	5-bromo-2-methyl-2-pentene	609.39	3573000	0.0004135	0.402
2274-11-5	ethylene glycol diacrylate	689	2700000	0.000518	0.662
22768-17-8	3-methyl-cis3-heptene	572.89	2687000	0.0004645	0.351
22768-18-9	3-methyl-trans-3-heptene	572.89	2687000	0.0004645	0.351
22768-19-0	3-methyl-cis2-heptene	574.35	2687000	0.0004645	0.351
22768-20-3	3-methyl-trans-2-heptene	574.35	2687000	0.0004645	0.351
2277-19-2	6-nonenal	650	2600000	0.0004801	
22808-06-6	2,2,5,5-tetramethyl-3-hexene	616.98	2185000	0.0005813	0.457
22900-08-9	cis-4-isopropylcyclohexanol	655	3390000	0.0004788	
22922-67-4	1-chloro-1-hexene	583.61	3160000	0.0004005	0.341
2294-72-6	5-undecyne	660.54	2229000	0.0006135	0.46
23009-73-6	1-chloro-2-methyl-trans-2-butene	575.95	3552000	0.0003455	0.271
23009-74-7	1-chloro-2-methyl-cis2-butene	580.52	3552000	0.0003455	0.271
23010-00-6	1-chloro-3-methyl-1-butene	561.69	3541000	0.0003432	0.275
23010-04-0	1,2-dichloro-2-methylbutane	615.95	3254000	0.0004025	0.291
23010-05-1	1,1-dichloro-2-methylbutane	595.96	3243000	0.0004015	0.323
23010-07-3	1,3-dichloro-2-methylbutane	622.78	3243000	0.0004015	0.323
23056-94-2	2-methyl-1-hexeN-3-yne	545	3600000	0.0003267	
2306-88-9	octyl octanoate	721	1500000	0.0008914	
23063-36-7	1-(dichloromethyl)-4-methylbenzene	735	3300000	0.000446	
23068-94-2	3-bromo-cis2-pentene	581.59	4047000	0.0003585	0.331
23068-95-3	4-bromo-trans-2-pentene	592.38	4062000	0.0003515	0.326
23074-36-4	2-bromo-1-butene	548.16	4529000	0.0003035	0.297
2308-38-5	1,1-dimethylethyl butanoate	574	2470000	0.000503	0.481
23097-98-5	5,5-dimethyl-3-heptyne	621.49	2696000	0.0005015	0.373
2311-14-0	1,1,1-tribromoethane	698.32	7133000	0.0003225	0.407
2311-59-3	isopropyl decanoate	682	1740000	0.000776	0.759
2313-61-3	4-methyl-2-hexanol	581.44	3149000	0.0004345	0.731
2313-65-7	3-methyl-2-hexanol	582.81	3149000	0.0004345	0.731
2315-43-7	dimethyl-3-methylbutylamine	559.73	2941000	0.0004595	0.406
2315-68-6	propyl benzoate	710	2850000	0.000502	0.521
23171-85-9	2,3,3-trimethyl-2-pentanol	598.76	2903000	0.0004805	0.639
2319-61-1	1,1-dicyclohexylethane	762.12	2159000	0.0006855	0.429
2320-30-1	3,5-dimethylcyclohexanone	670	3250000	0.0004217	
23361-67-3	2,2-dimethylpropyl formate	575	3020000	0.000393	0.348
23361-69-5	2,2-dimethylpropyl butanoate	607	2270000	0.0005	0.822
23377-53-9	rhenium (VII) oxypentafluoride	523.28			
23378-11-2	1-chloro-2-methyl-1-butene	561.69	3541000	0.0003432	0.275
23418-37-3	4-methyl-4-octanol	608.26	2574000	0.0005475	0.78
23418-38-4	4-methyl-4-nonanol	637.32	2341000	0.0006035	0.819
23425-81-2	1-fluoro-3-methyl-2-butene	482.63	3518000	0.0003145	0.271
23433-04-7	1,3-heptanediol	675.49	3468000	0.0004595	1.245
23433-05-8	1,3-octanediol	686.88	3107000	0.0005155	1.272
23433-07-0	1,3-nonanediol	698.7	2799000	0.0005715	1.293
23436-19-3	1-isobutoxy-2-propanol	618	2940000	0.0004606	
2345-27-9	2-tetradecanone	712.65	1601000	0.0008255	0.759
2345-28-0	2-pentadecanone	723.72	1485000	0.0008815	0.787
2346-81-8	3-chlorohexane	583.1	3009000	0.0004145	0.343
2349-07-7	hexyl isobutanoate	637	2200000	0.0006	0.579
2350-19-8	2-chloro-6-methylheptane	642.41	2443000	0.0005325	0.462
2350-24-5	2-ethylhexyl-6-chloride	642.41	2443000	0.0005325	0.462
2351-97-5	ethyl 4-methyl-2-pentenoate	616	2600000	0.0004705	
23511-78-6	1,1,3-tribromopropane	718	6000000	0.0003835	0.52
23578-35-0	2,5-dimethyl-2,5-hexanediamine	715	3150000	0.0005253	
2358-38-5	1,1-difluorobutane	463.3	3260000	0.000288	0.367
23580-52-1	3-ethyl-2,6-dimethylpyridine	673	3000000	0.0004694	
2363-71-5	heneicosanoic acid	834	1030000	0.001219	
23646-57-3	erythro-4,4-dimethyl-2,3-pentanediol	710.3	3581000	0.0004425	1.107
