CASRN	Tb
1193-17-5	424.65
1193-18-6	474.15
1193-21-1	449.15
1193-35-7	419.15
1193-46-0	450.15
1193-47-1	445.15
1193-70-0	456.15
1193-72-2	508.15
1193-81-3	462.15
1193-82-4	536.65
119322-88-2	320.65
119392-95-9	491.15
1194-02-1	461.95
1194-65-6	543.15
1194-98-5	333.15
1195-31-9	446.15
1195-32-0	459.15
1195-45-5	341.15
1195-67-1	252.95
1195-69-3	283.95
1195-79-5	597.65
1196-01-6	500.65
1196-31-2	477.15
1196-39-0	529.15
1196-58-3	464.15
1197-16-6	429.15
1197-19-9	591.15
1197-34-8	521.15
1197-37-1	568.15
119718-89-7	541.15
1198-37-4	540.36
1198-59-0	430.85
120-12-7	615.18
120-14-9	554.15
120-15-0	557.15
120-29-6	506.15
120-33-2	507.15
120-37-6	309.25
120-40-1	537.15
120-43-4	510.15
120-45-6	479.15
120-47-8	570.65
120-50-3	515.15
120-51-4	596.65
120-57-0	536.15
120-58-1	525.65
120-61-6	561.15
120-66-1	569.15
120-71-8	508.15
120-72-9	526.15
120-74-1	419.15
120-75-2	511.15
120-80-9	518.65
120-82-1	486.15
120-83-2	483.15
120-85-4	422.65
120-86-5	419.65
120-92-3	403.8
120-94-5	352.3
1200-73-3	529.15
12002-48-1	486.4
12002-53-8	383.15
1201-38-3	429.65
12012-35-0	4073.05
1202-08-0	522.65
1202-34-2	580.65
12027-06-4	678.15
12037-82-0	796.15
1204-79-1	380.65
1205-64-7	589.15
1205-71-6	608.15
1206-46-8	443.15
12069-32-8	3773.15
12069-94-2	4573.15
12070-06-3	5053.15
12071-33-9	4643.15
12075-68-2	482.15
12079-66-2	337.2
12081-88-8	410.65
120928-09-8	486.55
121-03-9	773.15
121-05-1	394.15
121-14-2	590
121-17-5	495.15
121-32-4	567
121-33-5	558
121-39-1	369.15
121-40-4	515.65
121-43-7	340.65
121-44-8	361.92
121-45-9	384.65
121-46-0	362.65
121-69-7	466.69
121-71-1	569.15
121-72-2	485.15
121-73-3	508.75
121-86-8	533.15
121-87-9	473.15
121-89-1	475.15
121-90-4	549.65
121-91-5	753
121-97-1	547.15
121-98-2	517.15
121010-10-4	503.75
121045-73-6	485.15
12116-66-4	612.96
1212-29-9	443.15
12124-97-9	669.15
12125-02-9	612
12125-09-6	335.65
12165-69-4	763.15
122-00-9	499.15
122-01-0	495.15
122-03-2	508.65
122-07-6	413.15
122-09-8	478.15
122-31-6	493.15
122-34-9	556.15
122-35-0	420.15
122-37-2	603.15
122-39-4	575.15
122-46-3	485.15
122-51-0	416.15
122-52-1	431.05
122-56-5	492.65
122-57-6	534.15
122-60-1	516.65
122-62-3	521.15
122-63-4	494.15
122-66-7	679
122-67-8	416.65
122-72-5	512.75
122-73-6	509.15
122-74-7	517.15
122-78-1	468.15
122-79-2	469.15
122-80-5	540.15
122-84-9	541.15
122-95-2	519.15
122-96-3	551.05
122-97-4	508.15
122-98-5	552.65
122-99-6	518.15
1220-94-6	554.15
12211-52-8	304.85
12217-79-7	402.15
1223-36-5	397.65
1224-64-2	482.25
12275-58-0	459.15
12279-90-2	838.15
1229-55-6	492.65
123-00-2	493.15
123-01-3	600.76
123-02-4	614.43
123-04-6	445.15
123-05-7	433.8
123-07-9	491.14
123-08-0	583.15
123-09-1	441.65
123-11-5	521.15
123-12-6	405.65
123-15-9	389.15
123-17-1	498.4
123-19-3	417.15
123-20-6	389.85
123-22-8	460.15
123-23-9	326.15
123-25-1	490.15
123-29-5	500.15
123-31-9	559.15
123-32-0	428.15
123-33-1	533.15
123-35-3	440.15
123-38-6	321.15
123-39-7	472.66
123-42-2	441.05
123-44-4	441.45
123-48-8	453.7
123-51-3	404.35
123-54-6	413.55
123-56-8	568.6
123-61-5	394.15
123-62-6	440.15
123-63-7	397.15
123-66-0	440.15
123-68-2	459.15
123-72-8	347.95
123-73-9	377.15
123-75-1	359.72
123-76-2	518.7
123-79-5	678
123-80-8	484.15
123-82-0	415.15
123-83-1	407.65
123-86-4	399.26
123-90-0	448.15
123-91-1	374.47
123-92-2	415.15
123-96-6	452.95
123-99-9	633.25
1230-33-7	506.15
123333-55-1	577.95
123794-07-0	440.65
123794-12-7	437.15
12397-35-2	276.71
123973-25-1	462.15
124-02-7	384.15
124-04-9	611
124-06-1	568.15
124-07-2	512.85
124-09-4	473
124-10-7	568.15
124-11-8	420.02
124-12-9	478.35
124-13-0	444.15
124-16-3	502.3
124-17-4	518.45
124-18-5	447.3
124-19-6	468.15
124-20-9	402.15
124-21-0	467.15
124-22-1	532.35
124-25-4	556.15
124-28-7	629.15
124-30-1	630.15
124-38-9	194.67
124-40-3	280.03
124-48-1	392.65
124-63-0	434.65
124-64-1	390.85
124-65-2	473.15
124-68-5	438.65
124-70-9	366.95
124-73-2	320.31
12440-00-5	446.15
125-12-2	493.15
12504-41-5	1213.15
125116-23-6	558.15
125370-60-7	524.15
12542-85-7	417.15
12558-92-8	454.15
126-15-8	580.15
126-30-7	475.65
126-33-0	560.45
126-39-6	390.2
126-68-1	490.15
126-71-6	537.15
126-73-8	562.15
126-75-0	557.95
126-84-1	387.15
126-86-3	528.15
126-98-7	363.45
126-99-8	332.55
126202-23-1	438.15
126567-38-2	471.15
12663-46-6	522.15
126917-10-0	461.65
126936-19-4	496.15
127-00-4	400.15
127-06-0	409.15
127-18-4	394.4
127-19-5	439.25
127-21-9	317.65
127-41-3	404.15
127-63-9	652.15
127-66-2	490.65
127-68-4	490.65
127-91-3	439.19
1271-19-8	628.67
1271-94-9	602.15
1273-81-0	571.05
1273-89-8	537.15
1273-97-8	557.15
127311-83-5	381.95
127377-12-2	523.15
12774-81-1	285.45
128-03-0	373.15
128-37-0	541.15
128-50-7	508.15
128-87-0	516.65
128255-31-2	518.15
1284-72-6	563.15
128639-02-1	625.65
1287-13-4	549.05
129-00-0	667.95
1291-32-3	625.4
129322-83-4	350.65
1299-86-1	2473.15
130-61-0	503.15
1300-32-9	443.15
1300-71-6	411.65
1300-73-8	492.65
13009-91-1	425.15
13010-19-0	426.15
13010-47-4	336.75
13012-54-9	356.65
13013-02-0	381.15
13014-18-1	463.15
13014-24-9	556.25
13019-20-0	431.15
13019-22-2	508.15
13021-15-3	487.15
130221-78-2	524.65
13024-80-1	743.15
13029-44-2	545.15
1303-33-9	980.15
1303-96-4	1848.15
13030-26-7	497.65
13037-20-2	353.65
13037-60-0	530.15
1304-76-3	2163.15
13047-06-8	618.15
13048-33-4	403.15
1305-78-8	3670
13054-87-0	451.15
13057-17-5	360.15
13057-19-7	395.15
1306-19-0	1832.15
13063-43-9	370.15
13065-07-1	510.15
13081-18-0	315.15
13084-45-2	354.15
13084-46-3	390.35
13084-47-4	190.95
13089-11-7	358.65
1309-48-4	3873.2
1309-64-4	1698.15
130933-92-5	520.65
131-11-3	556.85
131-15-7	568.15
131-16-8	590.65
131-17-9	438.15
131-58-8	581.15
1310-58-3	1600
1310-65-2	1899.15
1310-73-2	1830
13101-58-1	435.15
13104-21-7	483.75
131105-01-6	763.15
13116-53-5	437.15
13116-60-4	428.15
1312-81-8	4473.15
13121-71-6	425.15
13129-23-2	433.15
1313-27-5	1428.15
13138-21-1	248.15
1314-20-1	4673.15
1314-24-5	446.15
1314-56-3	878.15
1314-68-7	633.15
1314-80-3	787.15
1314-85-8	680.95
1314-86-9	653.15
1314-87-0	1554.15
1314-95-0	1483.15
1314-97-2	1640.15
13150-81-7	471.15
13151-04-7	386.45
13151-05-8	385.95
13151-17-2	362.65
13151-27-4	463.85
13151-34-3	463.15
13151-35-4	459.15
13151-55-8	437.75
13154-12-6	413.15
13154-13-7	413.15
13154-24-0	471.15
13162-05-5	483.15
13163-73-0	493.15
1317-25-5	476.15
1317-36-8	1747.15
1317-80-2	3023
13171-21-6	435.15
13172-91-3	385.15
13183-68-1	261.14
13183-70-5	467.15
1319-77-3	470.15
1319-80-8	472.45
13194-48-4	361.65
13195-76-1	480.15
13195-80-7	398.15
132-22-9	415.15
132-64-9	560.15
132-65-0	604.61
1320-67-8	393.15
13205-44-2	209.15
13205-60-2	371.15
13206-46-7	386.15
1321-12-6	511.15
1321-38-6	524.15
1321-64-8	621.65
1321-67-1	558.65
1321-74-0	469.65
1321-89-7	470.15
1321-94-4	515.15
132123-54-7	447.15
13220-33-2	323.15
13222-26-9	399.65
1323-65-5	735
13231-81-7	445.15
13250-12-9	333.15
13250-46-9	405.65
13254-34-7	444.15
13256-12-7	290.15
13256-22-9	356.65
13269-52-8	340.24
1327-53-3	740.3
132739-31-2	515
132740-43-3	484.15
13279-85-1	407.15
13279-87-3	426.15
13281-11-3	481.35
13283-01-7	619.9
13286-32-3	388.15
13286-90-3	411.15
13286-91-4	412.15
13286-92-5	423
13287-09-7	697.15
13287-19-9	469.15
13290-74-9	522.15
13292-87-0	317.15
13294-71-8	361.65
13295-76-6	325.65
133-08-4	511.15
133-13-1	481.15
1330-16-1	429.35
1330-20-7	413.15
1330-43-4	1848.15
1330-78-5	602.15
1330-96-7	720.15
1331-22-2	438.15
1331-24-4	357.55
1331-43-7	447.15
1331-50-6	488.15
13313-91-2	460.15
13314-52-8	448.15
1332-52-1	603.15
1332-94-1	416.15
13320-56-4	453.15
13323-81-4	477.15
13324-20-4	564.15
13325-10-5	478.15
1333-38-6	483.15
1333-41-1	418.15
1333-74-0	20.39
13343-98-1	420.08
13345-21-6	475.45
13345-61-4	496.45
13349-82-1	423.15
1335-31-5	629.75
1335-87-1	643.15
1335-88-2	584.65
13351-73-0	543.65
13360-57-1	387.15
13360-61-7	541.61
13360-63-9	381.15
13360-65-1	453.65
13361-35-8	443.15
13361-63-2	349.23
13361-64-3	365.15
13367-29-8	411.15
13367-92-5	323.35
13368-42-8	433.15
13368-65-5	441.7
13373-97-2	656.16
1338-39-2	459.15
1338-43-8	555.55
13389-42-9	398.15
13395-71-6	468.05
134-20-3	529.15
134-32-7	573.85
134-81-6	620.15
134-85-0	605.15
13400-13-0	1524.15
13402-60-3	501.45
13403-37-7	391.15
13411-16-0	378.15
13411-48-8	386.15
13417-08-8	594.15
13417-43-1	383.15
13419-69-7	490.15
13423-15-9	411.15
13432-25-2	433.15
13435-12-6	458.55
13436-46-9	444.15
13436-48-1	504.15
1344-28-1	3253.15
13444-90-1	258.15
13446-74-7	1683.15
13449-22-4	450.15
13450-88-9	552.15
13450-90-3	474.15
13450-91-4	613.15
13450-92-5	459.5
13450-95-8	650.15
13451-11-1	622.15
134514-27-5	337.65
13453-12-8	674.15
13454-99-4	280.25
13456-23-0	691.15
13456-25-2	713.15
13463-39-3	315.15
13463-40-6	376.15
13465-07-1	343.85
13465-10-6	881.15
13465-66-2	379.15
13465-71-9	178.15
13465-73-1	275.55
13465-74-2	353.45
13465-76-4	400.15
13465-77-5	418.15
13465-78-6	242.75
13465-84-4	574.65
13466-41-6	581.15
13466-78-9	444.3
13470-08-1	1673.15
13470-11-6	606.15
13470-14-9	559.15
13471-42-6	408.15
13472-00-9	376.15
13475-78-0	432.86
13475-79-1	430.2
13475-81-5	433.48
13475-82-6	451.1
13478-45-0	633.15
13481-70-4	510.15
13494-80-9	1261.15
13497-91-1	453.15
13499-05-3	590.15
135-00-2	573.15
135-01-3	456.61
135-02-4	516.65
135-19-3	558.15
135-77-3	520.15
135-88-6	668.65
135-97-7	514.15
135-98-8	446.48
13501-73-0	456.15
13505-34-5	495.15
13513-82-1	398.15
135158-54-2	540.15
13517-10-7	483.15
13520-77-9	600.15
13520-78-0	500.7
13520-79-1	459.05
13520-87-1	400.15
13528-93-3	472.15
13529-27-6	464.65
13531-52-7	494.15
13532-94-0	363.15
13536-80-6	1813.15
13537-33-2	175.15
13540-50-6	568.15
13540-56-2	571.15
135427-08-6	481.15
13547-70-1	444.65
13550-49-7	240.15
13552-21-1	442.05
13556-55-3	503.15
13556-58-6	512.72
13562-76-0	467
13565-36-1	438.15
13567-11-8	474.15
13569-43-2	325.15
13569-49-8	773.15
13596-23-1	484.55
13597-73-4	257.95
13598-36-2	473.15
13598-42-0	318.55
136-35-6	610
136-60-7	523.15
136-77-6	607.15
136-80-1	558.65
136-85-6	484.15
13602-13-6	403.65
13603-04-8	389.15
13603-07-1	387.65
13603-21-9	469.65
13616-82-5	481.15
13617-28-2	377.15
13632-93-4	479.75
13632-94-5	480.25
13632-95-6	481.95
13637-63-3	260.05
13637-65-5	301.15
13643-05-5	343.15
13654-91-6	499.95
13668-61-6	366.15
13672-18-9	678.15
13674-84-5	543.15
13678-54-1	436.15
13679-46-4	405.15
13679-61-3	336.15
13679-74-8	505.65
13680-30-3	515.15
13683-41-5	397.15
13688-75-0	499.65
13693-05-5	342.25
13693-09-9	348.75
13695-31-3	408.15
137-06-4	467.35
137-07-5	507.15
137-17-7	507.65
137-19-9	527.15
137-29-1	688.66
137-32-6	401.85
137-42-8	383.15
137-43-9	410.65
13701-67-2	338.15
13706-86-0	411.15
13708-12-8	518.15
13709-31-4	753.15
13709-35-8	288.15
13709-36-9	387.5
13709-42-7	2573.15
13709-52-9	1243.15
13709-59-6	1953.15
13709-61-0	388.9
13714-85-7	395.15
13721-54-5	358.15
13732-80-4	476.75
13743-07-2	246.65
13749-37-6	386.65
13752-51-7	362.15
13760-02-6	423.15
13760-81-1	2473.15
137605-95-9	542.15
13762-26-0	1565.15
13768-38-2	320.65
13768-94-0	339.15
13769-36-3	362.15
13776-62-0	161.7
13777-22-5	596.15
13777-23-6	667.15
13777-25-8	633.15
13779-10-7	1943.15
137796-06-6	467.15
13780-57-9	254.1
13781-53-8	514.15
13794-14-4	531.15
138-22-7	452.15
138-86-3	451.15
138-87-4	483.15
13811-01-3	448.65
13811-71-7	553.15
13812-43-6	167.4
13814-76-1	496.15
13816-33-6	570.15
13818-89-8	303.95
13819-84-6	486.75
13820-09-2	438.15
13822-56-5	467.15
13824-36-7	195.35
13824-74-3	266.95
13825-76-8	1743.15
13826-35-2	410.65
138261-41-3	366.65
13828-34-7	447.15
13830-68-7	254.25
13835-81-9	499.85
138377-34-1	433.15
13838-16-9	329.65
13842-93-8	328.45
13847-65-9	185.65
138495-42-8	326.75
13865-48-0	582.65
13882-12-7	394.35
13883-39-1	476.15
13889-92-4	428.15
13898-73-2	448.15
139-40-2	550.23
139-66-2	569.15
139-86-6	378.4
139-87-7	520.15
13900-89-5	356.15
13905-48-1	454.15
13908-93-5	362.15
13909-73-4	569.15
139157-69-0	348.15
13925-00-3	425.65
13927-77-0	723.96
13937-08-1	494.15
13939-06-5	974.15
13952-84-6	336.15
139547-12-9	490.15
13963-35-4	580.15
13963-57-0	588.15
13965-73-6	239.15
13966-94-4	985.15
13979-28-7	428.15
13984-57-1	494.65
13986-26-0	704.15
13991-37-2	473.15
13997-70-1	503.15
140-01-2	379.15
140-10-3	573.15
140-11-4	487.15
140-27-2	371.35
140-29-4	506.65
140-31-8	493.55
140-39-6	485.65
140-53-4	539.15
140-55-6	509.15
140-66-9	563.6
140-67-0	488.65
140-75-0	456.15
140-80-7	474.15
140-82-9	494.65
140-88-5	372.65
14002-80-3	450.65
14008-44-7	432.75
14024-50-1	443.15
14024-58-9	403.45
14024-64-7	432.65
1404-26-8	1924.15
14040-05-2	588.15
14045-26-2	487.15
140460-98-6	528.15
14049-36-6	203.15
14064-10-9	495.15
1407-14-3	548.15
14072-86-7	390.39
14073-97-3	480.15
14077-58-8	398.15
14090-87-0	467.15
14092-20-7	361.65
14094-45-2	385.15
14094-48-5	486.15
14096-51-6	235.45
14096-82-3	320
141-02-6	488.65
141-03-7	547.65
141-04-8	566.15
141-05-9	498.15
141-06-0	440.65
141-17-3	513.15
141-27-5	502.15
141-28-6	518.15
141-32-2	420.55
141-38-8	496.75
141-43-5	444.15
141-52-6	364.15
141-57-1	396.65
141-59-3	428.65
141-62-8	467.15
141-63-9	503
141-66-2	673.15
141-75-3	375.15
141-78-6	350.21
141-79-7	402.95
141-82-2	536.65
141-86-6	558.15
141-91-3	419.75
141-93-5	454.29
141-97-9	453.95
14108-88-4	527.15
14122-00-0	558.15
14130-05-3	643.15
14130-06-4	680.15
14130-07-5	691.15
14130-08-6	702.15
14130-09-7	712.15
14130-10-0	722.15
14130-11-1	732.15
14130-12-2	741.15
14130-15-5	668.15
141363-26-0	372.15
141483-15-0	419.15
14165-55-0	458.65
14167-59-0	755.15
14168-44-6	264.15
141723-90-2	485.75
14179-94-3	375.45
14188-40-0	252.85
14188-79-5	656.15
14191-95-8	603.15
141942-85-0	543.15
142-08-5	553.15
142-09-6	435.15
142-19-8	483.15
142-22-3	435.15
142-25-6	390.15
142-28-9	393.55
142-29-0	317.38
142-30-3	478.15
142-50-7	549.15
142-60-9	499.65
142-61-0	426.15
142-62-1	478.95
142-63-2	398.15
142-68-7	361.15
142-77-8	577.52
142-82-5	371.58
142-83-6	447.15
142-84-7	382
142-90-5	581.15
142-92-7	444.65
142-96-1	414.15
1420-55-9	500.15
1421-85-8	439.15
1421-89-2	426.15
14212-54-5	477.15
14214-31-4	455.15
14215-13-5	573.15
1422-53-3	444.15
14226-68-7	521.15
1423-60-5	357.15
14239-51-1	361.9
14239-68-0	367.45
14248-66-9	515.25
14250-79-4	465.15
14252-42-7	457.15
14255-23-3	383.75
14255-24-4	395.15
14255-44-8	449.15
142609-62-9	396.15
14267-92-6	364.1
14272-54-9	369.65
14273-06-4	357.15
14280-53-6	929.15
14282-76-9	448.15
14287-61-7	464.85
14290-92-7	393.56
14296-80-1	337.15
143-07-7	572.05
143-08-8	486.25
143-10-2	512.35
143-16-8	512.95
143-22-6	551.15
143-23-7	437.15
143-24-8	548.95
143-27-1	601.15
143-29-3	353.15
143-33-9	1769.15
143-36-2	512.46
1430-97-3	591.2
14310-20-4	561.15
14321-27-8	467.15
14324-55-1	603.75
14324-82-4	533.15
1433-27-8	411.15
14331-54-5	423.65
14335-40-1	225.9
14345-97-2	426.15
14348-40-4	394.15
1435-43-4	391.15
1435-44-5	400.15
1435-48-9	446.15
1435-49-0	445.15
1435-50-3	499.15
1435-51-4	478.15
1435-52-5	489.15
14352-61-5	474.15
1436-34-6	392.15
14362-68-6	278.75
14362-70-0	334.75
14363-14-5	523.15
14371-10-9	519.15
14376-79-5	474.65
14377-68-5	366.65
143860-04-2	482.15
144-19-4	505.2
144-21-8	438.15
144-49-0	441.15
144-62-7	569
144-79-6	568.15
144-82-1	449.15
14402-50-7	538.35
14411-75-7	472.15
144177-48-0	479.15
144284-25-3	475.65
14433-76-2	383.15
14435-92-8	450.65
14437-17-3	384.65
14438-32-5	468.15
1444-64-0	551.65
144429-21-0	577.15
14446-67-4	425.15
14446-69-6	439.15
1445-23-4	531.65
1445-45-0	381.15
1445-75-6	394.25
1445-79-0	328.95
14457-87-5	1730.15
14459-59-7	459.15
1446-61-3	660
14464-46-1	3223.15
1447-26-3	439.65
14476-30-3	464.15
144851-61-6	428.15
14488-49-4	294.4
1449-65-6	250.15
14496-35-6	444.15
145-49-3	604.15
1450-14-2	386.65
1450-72-2	483.15
14504-15-5	513.15
14508-49-7	426.65
14520-53-7	498.15
14521-18-7	500.15
1453-17-4	402.15
1453-24-3	410.14
1453-25-4	409.15
1453-58-3	477.15
14531-16-9	471.15
14533-84-7	395.65
14545-08-5	305.05
14548-31-3	343.15
14548-46-0	588.15
1455-13-6	338.65
1455-20-5	454.65
1455-21-6	492.95
14565-32-3	310.65
1457-85-8	553.15
14575-93-0	485.15
14579-03-4	452.65
1458-98-6	368.15
1458-99-7	376.15
1459-00-3	461.65
1459-09-2	651.15
1459-10-5	627.15
1459-14-9	476.15
1459-93-4	523
14593-43-2	477.65
14596-92-0	346.15
1460-02-2	521.25
1460-16-8	532.15
1460-88-4	476.65
1460-98-6	497.15
14602-62-1	474.15
146070-34-0	451.15
14609-79-1	440.15
1461-22-9	445.15
1461-23-0	436.15
14610-37-8	350.15
146137-78-2	449.15
14617-95-9	540.15
1462-03-9	409.15
1462-10-8	494.35
1462-37-9	527.15
1462-84-6	444.75
1463-17-8	523.15
14630-40-1	407.15
14631-45-9	409.15
1464-53-5	417.15
1464-69-3	386.4
14642-48-9	518
14649-03-7	328.15
14667-55-1	444.65
1467-79-4	436.65
14676-29-0	434.36
14679-13-1	474.75
1468-37-7	301.85
1468-39-9	488.15
1468-83-3	482.15
14685-29-1	564.15
14686-13-6	371.1
14686-14-7	368.82
14689-97-5	468.15
14691-44-2	383.65
14693-81-3	816.15
147-47-7	530.65
147-71-7	444.15
147-82-0	573.15
1470-94-6	526.15
14704-14-4	356.15
1471-03-0	364.15
1472-87-3	602.1
14720-74-2	421.46
14722-22-6	496.15
14733-73-4	284
14737-91-8	384.15
14739-73-2	439.15
14752-60-4	390.15
14752-75-1	662.15
14753-05-0	393.15
14753-14-1	398.15
1476-07-9	504.15
1476-11-5	425.65
1476-23-9	361.15
14762-55-1	3.2
1477-19-6	503.15
1477-40-3	573.15
1477-55-0	520.15
14779-78-3	438.15
14781-32-9	371.15
14796-11-3	389.15
148-24-3	540
148-53-8	538.65
148-65-2	428.65
1480-63-3	602.15
14804-32-1	460.15
14808-60-7	2503.2
1482-15-1	406.15
1484-12-4	616.79
1484-19-1	552.15
1484-80-6	414.7
1484-84-0	475.15
14845-35-3	462.65
14845-55-7	448.15
14847-51-9	482.15
14850-22-7	396.05
14850-23-8	395.41
14852-31-4	587.15
1486-28-8	556.15
14860-49-2	406.65
14861-06-4	406.65
14869-39-7	516.65
1487-15-6	354.9
1487-18-9	372.65
1487-49-6	362.15
14884-42-5	390.15
1489-47-0	489.15
1489-53-8	367.55
1489-56-1	371.2
1489-57-2	380.65
1489-60-7	311.15
1489-69-6	372.65
14890-41-6	1073.15
14898-79-4	372.65
149-30-4	496.15
149-31-5	493.45
149-32-6	603.65
149-46-2	371.15
149-57-5	501.15
149-73-5	377.15
149-74-6	477.35
14901-07-6	411.15
149013-84-3	400.65
1491-59-4	498.15
14918-21-9	389.15
14918-35-5	432.35
14919-01-8	396.45
14920-89-9	367.65
14924-53-9	432.15
1493-01-2	373.15
1493-02-3	246.65
1493-03-4	294.75
1493-13-6	437.1
1493-15-8	235.17
14938-35-3	523.65
1495-50-7	227.15
1496-94-2	553.15
14963-40-7	413.15
14965-52-7	285.4
14970-87-7	498.15
14976-57-9	427.15
14977-61-8	390.15
14979-39-6	428.55
1498-40-4	385.15
1498-42-6	390.65
14984-81-7	264.75
1499-10-1	626.06
150-46-9	393.15
150-49-2	372.65
150-68-5	574.46
150-76-5	517.85
150-77-6	465.15
150-78-7	485.75
150-84-5	502.15
1500-91-0	529.15
15009-91-3	529.2
1501-60-6	349.15
1501-82-2	511.6
15013-37-3	413.15
1502-03-0	396.15
15022-08-9	415.15
150285-07-7	473.15
1504-74-1	568.15
15044-98-1	463.35
15045-43-9	384.7
150760-95-5	446.15
151-10-0	490.65
151-18-8	458.15
151-19-9	465.15
151-50-8	1898.15
151-56-4	329
151-67-7	323.35
1510-31-2	272.45
15104-61-7	472.15
1511-62-2	257.67
1511-82-6	569.15
15111-56-5	467.65
15121-11-6	440.65
15121-84-3	540.15
151258-40-1	558.15
1513-25-3	441.15
1513-65-1	397.9
151378-32-4	474.15
1514-87-0	353.15
1515-14-6	334.1
1515-80-6	453.15
1515-95-3	471.15
15150-39-7	527.15
15154-19-5	436.75
1516-80-9	617.15
15164-44-0	538.15
1517-68-6	368.15
1517-69-7	476.25
15174-69-3	523.75
15179-32-5	238.05
1518-72-5	493
1518-75-8	434.15
15181-11-0	517.15
1519-39-7	348.15
15192-18-4	2653.15
15192-80-0	420.65
1520-45-2	577.65
1520-46-3	576.15
15205-66-0	421.65
15206-55-0	520.15
15213-49-7	262.15
1522-22-1	327.3
1522-46-9	474.15
1522-88-9	677
15220-85-6	517.15
15222-64-7	413.15
15230-48-5	342.65
15232-76-5	406.29
15232-96-9	508.15
15233-65-5	452.15
152375-23-0	573.15
15242-96-3	547.15
15246-55-6	384.65
15250-29-0	561.15
15267-04-6	378.15
15267-95-5	447.65
15268-49-2	378.15
1528-30-9	348.65
1529-17-5	392.15
1529-41-5	534.15
1529-47-1	375.15
1529-48-2	396.15
15297-33-3	534.15
153-34-4	471.15
1530-03-6	556.37
1530-04-7	594.18
1530-05-8	607.15
1530-06-9	619.15
1530-07-0	634.15
1530-08-1	650.15
1530-11-6	581.91
1530-19-4	594.95
1530-20-7	613.15
1530-21-8	629.15
1530-26-3	642.15
1530-27-4	655.15
1530-28-5	666.15
1530-29-6	677.15
15306-27-1	694.15
1532-97-4	555.65
15329-10-9	476.15
15331-16-5	503.15
15356-70-4	489.15
1536-21-6	515.15
15364-56-4	392.65
1537-62-8	393.15
1538-75-6	466.15
1538-87-0	344.15
15383-68-3	417.45
154-21-2	412.15
1540-28-9	497.15
1540-29-0	494.65
1540-34-7	451.65
1541-23-7	367.15
1541-60-2	493.15
15430-91-8	364.06
1544-53-2	307.65
1544-68-9	501.15
15440-98-9	476.15
1545-17-1	576.15
154557-38-7	455.15
1546-79-8	410.65
1546-95-8	464.15
15465-08-4	509.15
15468-32-3	3223.15
1547-87-1	406.15
1548-13-6	331.15
15481-65-9	478.65
1550-09-0	441.15
15501-33-4	407.15
15503-86-3	467.65
1551-06-0	437.15
1551-21-9	357.9
1551-27-5	431.65
1551-32-2	430.15
1551-44-6	486.15
1551-88-8	451.65
1552-12-1	424.15
1552-67-6	447.65
15520-10-2	466.15
15521-18-3	423.45
15536-01-3	388.15
1555-17-5	547.15
1556-18-9	439.65
15570-12-4	497.65
15573-38-3	516.65
15576-35-9	419.55
15577-26-1	516.15
1558-17-4	432.15
1558-24-3	418.15
1558-25-4	391.15
1558-31-2	422.15
1558-33-4	394.65
1559-02-0	488.15
1559-35-9	501.15
1559-36-0	545.15
1559-81-5	493.74
1559-88-2	416.4
15597-63-4	287.15
156-25-2	513.15
156-41-2	516.65
156-43-4	528
156-59-2	333.65
156-60-5	320.85
156-83-2	473.65
156-87-6	460.65
1560-06-1	449.15
1560-09-4	462.15
1560-11-8	483.15
1560-28-7	408.15
1560-86-7	612.15
1560-88-9	599.15
1560-89-0	585.15
1560-92-5	570.15
1560-93-6	554.75
1560-95-8	538.35
1560-96-9	521.05
1560-97-0	502.65
15600-01-8	491.65
156053-88-2	301.04
15606-95-8	509.65
15607-89-3	276.25
1561-10-0	453.15
1563-01-5	478.65
1563-83-3	470.15
15647-11-7	538.15
1565-71-5	496.65
1565-80-6	401.05
1565-86-2	509.15
15657-96-2	445.65
1567-75-5	399.6
15672-88-5	436.15
15679-01-3	341.15
15679-02-4	333.15
15679-12-6	434.65
15679-13-7	448.15
15687-18-0	533.15
1569-01-3	421.85
1569-02-4	404.15
1569-50-2	393.15
1569-59-1	398.65
1569-69-3	431.95
157-03-9	516.85
157-40-4	312.19
1570-45-2	492.65
1570-64-5	496.15
15706-73-7	452.15
15707-24-1	454.15
1571-08-0	538.15
1572-95-8	368.15
15721-05-8	438.15
15721-33-2	228.65
1573-28-0	446.15
1574-32-9	978.15
1574-33-0	339.65
1574-40-9	317.75
1574-41-0	317.22
1576-85-8	418.15
1576-95-0	411.15
1576-96-1	411.15
15764-16-6	491.15
1577-18-0	481.15
1577-22-6	476.15
1578-21-8	518.15
1579-40-4	558.15
15790-54-2	373.15
15791-78-3	527.15
15797-21-4	537.15
15802-97-8	449.65
15802-99-0	433.15
15826-80-9	437.15
15833-75-7	372.15
158366-46-2	399.15
1584-03-8	330.15
15840-60-5	359.15
1585-06-4	483.15
1585-07-5	477.15
15854-58-7	577.15
15862-72-3	489.65
15869-80-4	416.35
15869-85-9	438.3
15869-86-0	436.8
15869-87-1	430.05
15869-89-3	431.65
15869-92-8	436.56
15869-93-9	432.56
15869-94-0	433.96
15869-95-1	430.66
15869-96-2	435.29
1587-04-8	455.65
1587-20-8	558.15
1587-26-4	398.65
1587-29-7	375.15
